content,pos,neg,query
Movistar si es arrecho de verdad.,1,0,movistar
Grabando en starbucks ;),1,0,starbucks
Movistar esta LOCO esta noche.,0,1,movistar
No se atrevan a comprar tel'efonos con @iusacell #iusacell. Son una escoria y vasca de empresa. 20 minutos queriendo hacer llamadas y #nada,0,1,iusacell
Aaaaahhh que rico lo que com'i. Ahora vamos a starbucks .,1,0,starbucks
Don movistar me enganch'o cantando HEEEY SOUL SISTEER... otra vez,0,1,movistar
"E.T. Phone. Home; E.T. Phone Home E.T. Ph... - El n'umero Telcel que usted marc'o, no est'a disponible o se encuentra fuera... Ingatumadre",0,1,telcel
ODIO qe no me contesten el pinche TELEFONO cuando es importante y odio mas qe diga BUZON TELCEL ahahahah Â¬Â¬,0,1,telcel
Iniciar el dia!!! Un rico Starbucks y a trabajar!,1,0,starbucks
"Y que supuesta mente #telcel tiene problemas por las lluvias, servicio chafa Jaja",0,1,telcel
Voy a poner a cargar mi celular ya qe mas tarde ire a #telcel a comprar /:,0,1,telcel
Cafeter'ias de Starbucks en Chile enfrentan amenaza de huelga: SANTIAGO/LOS ANGELES (Reuters) - Las cafeter'ias de... http://bit.ly/r5Wngc,0,1,starbucks
Me cambio a Starbucks!! Pq despu'es de 3 semanas de darles promo a @caffenio soy una PINCHE LOCA,1,0,starbucks
Estoy apunto de regresar a Telmex ya que @Axtel_Ventas no pudo ponerme internet,1,0,telmex
A fuerzas jajajaja... ya me hablaron de telmex y ya tengo los 4 megas pagando lo mismo ahuevo XD,1,0,telmex
noup solo existe la aplicacion del twitter @gusscream Â¿Alguien sabe cual es la aplicaci'on de facebook que env'ia sms a tel'efonos movistar? :(,0,1,movistar
vaz a llorar mi ni'no? asdkja aRT @Cepm3195: La se'nal de movistar esta como pupu hoy :s,0,1,movistar
Que mal servicio de #Iusacell. Llevamos mas de cinco horas sin se'nal y nada ha hecho esa empresa mediocre y nefasta.,0,1,iusacell
"Porque fregados no hay un apartado donde se especifiquen los consumos unitarios de llamadas, mensajes, datos telcel=ratas",0,1,telcel
Acabo de entrar a #movistar a anular una linea. A ver cuanto se demoran...,0,1,movistar
"No puedo registrarme en @Telmex , por lo tanto no puedo bajar de internet mi recibo de pago... y necesito hacer tr'amites!!",0,1,telmex
"Q mal rollo andar peleando cn la gente de movistar , q mal rollo ...",0,1,movistar
Acabo de tener una junta en el Starbucks... Oficialmente me odio. Pueden odiarme tambi'en; lo merezco ;_;,0,1,starbucks
"#recarga Colombia:hoy 7 de Julio si recarga MOVISTAR desde $5000,recibe el triple de recarga para llamar a usuarios Movistar en Colombia",1,0,movistar
"Maldito internet caro e inutil de INFINITUM me voy a quejar con la profeco, malditas ratas de telmex",0,1,telmex
LOS DE MOVISTAR SE VAN A MORIR COMO ELVIS. ARREGLEN LA BROMA YA.,0,1,movistar
En mi casa la senal de movistar ea pateticaaaa,0,1,movistar
Movistar no hay peor que tu,0,1,movistar
"â€œ@Caro_Fern: Me malhumora Starbucks, lo dije ya? El vasito de papel y que te llamen a los gritos por tu nombre.â€ùJajaja! Comparto 100%",0,1,starbucks
"M'exico no es territorio telcel, M'exico es territorio de la Sub-17! :)",0,1,telcel
QUIERO UN STARBUCKS EN CONCE -sufre-z,1,0,starbucks
alguien me puede explikr por que la data de #Movistar #Pqanama esta cada vez peor,0,1,movistar
Todo M'exico es territorio telcel... ya entiendo por que todo M'exico est'a jodido =(,0,1,telcel
Nunca es f'acil lo que pinta ser f'acil. Gracias Movistar por tenerme toda la ma'nana pasando contactos!,0,1,movistar
Encuentra el hotspot de wifi m'as cercano. Para ti que eres cliente infinitum  y ve el partido de la #CA2011 http://ow.ly/5ASu0,1,0,telmex
"... lo eterno que se hizo encontrar un kiosco para calmar la sed, encontrar starbucks por todas partes! las patatitas de mario xD...",1,0,starbucks
Alguien sabe qu'e le pasa al wifi del m'ovil? Anoche me conect'e bien pero esta ma'nana los de Movistar han activado internet y no va el wifi :S,0,1,movistar
"Desde hoy me declaro fan absoluto de Carlos Oyarzun, el chileno del Movistar Team.",0,1,movistar
Ayyy maldito internet! Que mal servicio  #telmex !!! 1 semana sin internet y no han podido hacer nada! Pero re buenos para cobrar,0,1,telmex
"Â¿Qu'e te pasa Movistar? Antes no la cagabas tanto... Bueno s'i, pero est'as como exagerando. @Movistarve",0,1,movistar
Hahaha RT @Presid_Movistar Manchego! RT disculpa lo grosero q fui contigo pero movistar no s mas vivo xq Pres es gallego el espa'nol lambucio,0,1,movistar
ALGUIEN ME PUEDE DECIR EN QUE CANAL DE MEGACABLE ES TELEMUNDO? PORFISSSSS,0,1,megacable
Es bueno a veces hacer un alto en el camino e ir por un starbucks ! :),1,0,starbucks
el presidente de movistar nos regalo 30 minutos.. xq sabia la guasacaca q nos venia... FATALLL,0,1,movistar
Para celebrar q mexico gano un rico frappe jajajaja oviio no como el d starbucks pero well!! Jejejeje :),1,0,starbucks
Eso pasa por tener rentas y servicios tan economicos.. #OkNo RT @zednet Movistar es una mierda.,0,1,movistar
A tan solo 25 minutos de que mi Renta Expire! Movistar porq tienes q ser tan Cruel!! Lloro como Ni'no.,0,1,movistar
Espero qe hoy no le pase lo mismo a movistar /,0,1,movistar
"Hoy movistar amanecio loco, super mala la conexion @Presid_Movistar",0,1,movistar
Telmex Televisi'on Digital HD http://t.co/2xi5qHK via @youtube #gota #comercial,1,0,telmex
"no pues gracias, ya me toca pagarte el favor que me haces @Telcel al darme servicio #Valesmadre",0,1,telcel
Que ladilla con movistar hoy!!! Todos los msj me acaban de llegar...,0,1,movistar
Eso de que todo #M'exico es territorio #telcel es puro cuento,0,1,telcel
Â¿Si me compro un BB Movistar puedo hablar con la gente Claro con su PIN?,0,1,movistar
destino movistar,1,0,movistar
"Lo que no me late del Azteca es que la se'nal de Telcel es p'esima, especialmente cu'ando te conectas a internet",0,1,telcel
#Starbucks con un caf'e fr'io al igual que mis ideas celebrando la censura provocada por la falta de ideas (m'ias),1,0,starbucks
Cada vez movistar funciona peor!!,0,1,movistar
Estoy a favor de los derechos humanos. Tambi'en se que muchos de los empleados del CAT y soporte en l'inea de @Telcel no son humanos.,1,0,telcel
Malparidos de movistar muchas ratas,0,1,movistar
En el CAT de iusacell el personal se va a comer en tu cara y te deja como pendeja esperando.,0,1,iusacell
"Y revisando los planes de telcel, q fraude que te cobren por internet ilimitado y cuando llegas a 500 megas te lo bajan a 64 @telcel",0,1,telcel
Y que se termina mi contrato con #Telcel #graciasaDios!,0,1,telcel
#telcel oficialmente blockeo a #heywire for iphone. Heywire kiso llegar a un acuerdo pero no se dejaron. #perros #nomas sms gratis :(,0,1,telcel
"que puedo decir, MOVISTAR TE ODIO",0,1,movistar
Un d'ia estoy por coger un avi'on a Madrid s'olo para ir al starbucks y tal y cual... jaja,1,0,starbucks
"me sorprende megacable, ahora si me conectaron el internet muy rapido",1,0,megacable
No he tenido suerte con el internet estos dos d'ias. Hoy con Movistar y ayer con Inter,0,1,movistar
Yo por eso soy telcel :D,1,0,telcel
"Sal'i de trabajar, y pase a telcel a pagar pero la fila parece como si regalaran algo..!!",0,1,telcel
Lo mejor es intentar responder un msj quesque a quien tengo de a grapa y no salga el puto msj... ese telcel como me roba,0,1,telcel
"Nooooooo!! Hoy es mi ultimo dia con internet, todo por culpa de Megacable :@",0,1,megacable
Como haya un starbucks me quedo alli con el wifi xD,1,0,starbucks
"Quiero un frapp!!! @Starbucks de mi vida, cuando delivery?! Pleaseee",1,0,starbucks
Ahora resulta que el internet de Iusacell anda m'as r'apido que el de mi lap...,1,0,iusacell
Muy complacida con la iniciativa de movistar atraves de las redes sociales. Excelent @presid_movistar,1,0,movistar
"MEGANOTICIAS hoy en punto de las 8:30 pm, con Mario Romero canal 210 de MEGACABLE.",0,1,megacable
Algo que debo agradecerle a Movistar.,1,0,movistar
Ash no mms telcel x 92 pesos me kitas mi linea no mms,0,1,telcel
Gracias a la fabulosa red de Telcel no puedo ver el 'stream' de la presentaci'on de Adele en iTunes Festival :( WTF!!!!,0,1,telcel
Contando las horas para que den las 9 de la ma'nana y pueda ir a la PROFECO San Cristobal de Las Casas a interponer mi queja contra @IUSACELL,0,1,iusacell
es movistar o son los blackberrys los que estan pichoss?,0,1,movistar
Odio megacable de vdd!!,0,1,megacable
Pinche telcel de mierda.,0,1,telcel
"Tomandome un rico caf'e.. que desde en la ma'nana ten'ia ganas...@starbucks (Av. Chapultepec esq. L'opez Cotilla, Gdl Jal)",1,0,starbucks
'osea telcel no mamen todav'ia no me acabo los megas y ya est'an bajando la velocidad porque no chingan menos putos,0,1,telcel
"#yoconfieso que odio de sobremanera a telcel desde muy temprano, a partir de que no tengo internet!!!!! ahhhhhggggg",0,1,telcel
Movistar atribuye a presunto sabotaje falla en su servicio: Fueron robados 300 metros de fibra 'optica en e... http://tinyurl.com/64gb6hd,0,1,movistar
Estos de telcel soy ReeeelentooossssÂ¡Â¡Â¡,0,1,telcel
Verga movistar eres una mierda.,0,1,movistar
Movistar regala llamadas gratis lo que queda de fin de semana gracias a la victoria de Ru'i Costa en el Tour.,1,0,movistar
No se porque pero me encantan los techos de Starbucks :) #SoyRara,1,0,starbucks
que mierda con movistar.,0,1,movistar
No se que es mas lento si el tiempo o la pinche red de telcel,0,1,telcel
"As'i no se puede, me voy a cambiar de compa'n'ia, adi'os @Telcel",0,1,telcel
jajajajaj de pana que al menos servia RT @LMDanii: @mamarrachos Telcel =),0,1,telcel
Â¿Quieres conocer un poco de historia de Movistar Team desde la d'ecada de los 70? http://fb.me/16b1pZvn7,1,0,movistar
Verga maldito movistar que cada d'ia se pone mas pote!!!,0,1,movistar
MUGRE BB! Lo apague para ver mis fotos y ahora no tengo BBM y para el colmo me echo el celular de mi mama! #FML Telcel here I come!,0,1,telcel
Alguien sabe cu'al es el n'umero de @telcel para levantar una queja por mi ausencia de 3G en la zona de Bosques las 'ultimas semanas?,0,1,telcel
"Ok expliquenme Telcel suspende mi celular ok, hasta ahi vamos bien, pero porqu'e no me deja usar el wifi y descargar apps de google!!",0,1,telcel
Parece que con telmex te emputas en infinitum,0,1,telmex
Y as'i fue como todos dejaron de twittear quejas sobre movistar gracias a mis tweets^^,1,0,movistar
ya mi cel funciona de nuevo gracias a @Telcel (:,1,0,telcel
Por telmex haciendo educacion en salud,1,0,telmex
Vaya que me hacia falta un blog... Telcel es una MIERDA...... http://bit.ly/oaE7NP,0,1,telcel
Quiero ir a starbucks..... alguienn?,1,0,starbucks
mmm por cierto gente de @IUSACELL  me pueden explicar que es esto? que sigo con el mismo problema? :  http://yfrog.com/kldnjvj,0,1,iusacell
Me choca la red de Iusacell!! Mega lenta y seg'un 3 'o 4 G puras patra'nas,0,1,iusacell
Vamos por un caf'e @Starbucks  #loveyaasomuch,1,0,starbucks
"movistar internet, es como directv, una llovisna, y se jode el internet, verga",0,1,movistar
Wow @telcel cada dia falla mas!!,0,1,telcel
Asi o mas incompetentes @IUSACELL una hora y media en su centro de atenci'on y nadie me puede antender pero que tal hechan la hueva!!,0,1,iusacell
movistar pupu!,0,1,movistar
Movistar = Mierda,0,1,movistar
y en qu'e se me van $50 de saldo? ... a mi se me hace que telcel me roba Â¬Â¬,0,1,telcel
[lol] Starbucks spelling: compilado de nombres mal escritos por los baristas http://j.mp/nvshk1,0,1,starbucks
"Que porquer'ia de #Telmex, da'nado no es raro",0,1,telmex
Â¡MALDICI'oN CON MOVISTAR!,0,1,movistar
Telmex me tienes cansada,0,1,telmex
"Solo tengo 15 MB de telcel, espero me manden mensaje cuando se terminen",0,1,telcel
"Pero que amable el hombrecito que me esta atendiendo en @telmex (cosa extra'nisima siendo honestos), la vdd me tenia muerta de risa &gt;:D",1,0,telmex
#ptm ya no me dara tiempo de ir a #telcel,0,1,telcel
21 minutos hablando con Movistar !!  ni con mi familia hablo tan seguido,0,1,movistar
Mi hermana esta enojada pk en el cine pasan anuncios de telcel y movistar jajaja,0,1,telcel
Y sigue mi #movistar sin plan de datos... F*ck !!!,0,1,movistar
Mendiga se'nal de telcel muy chafa hoy y el fin de semana el internet fallo,0,1,telcel
Movistar que se pudra hoy! Que se'nal tann mala,0,1,movistar
"dsp de 12 horas de ayuno, se viene #ELdesayunodelama'nana ! adonde esta mi#starbucks ? miercoles gracias x ser miercoles y no lunes =) |||",1,0,starbucks
JAJAJAJAJAJAJAJA me balasie a un muchacho de telmex por telefono jajajajaja,1,0,telmex
"Pues aqu'i, sufriendo los estragos de ma'nana voy y pago a telcel. Culeros, Â¿qu'e les costaba esperarse tantito?",0,1,telcel
Ahora quiero la #Blackberry #playbook  Pero en #telcel no  supieron darme informes #slim #pontelaspilas ...,0,1,telcel
Creo que voy a mentar madres en unos minutos! #megacable,0,1,megacable
Manana se vence mi renta querido movistar! Recuerda volver a robarme los megas &lt;3,0,1,movistar
Me acorde que ayer me desperto un estupido sms de Telcel! -.-,0,1,telcel
Movistar rechazando portabilidades desde tiempos inmemoriables.... BlackBerry para hoy un mojon... asi ta la cosa... #GraciasMovistar! :),0,1,movistar
Starbucks es toda una experiencia si quieres estar solo y relajado.,1,0,starbucks
"Pero olvidemos las diferencias, somos jovenes, tenemos la oportunidad de encontrarnoslos en un Starbucks e invitarlos a un Caf'e con lechi(?)",1,0,starbucks
Todo territorio es territorio mis huevos... Porque Telcel no es...,0,1,telcel
"#terribleservicio el de telcel, se pasan de madre, cual territorio telcel mis eggss!!",0,1,telcel
la verborrea de Chavez pa lo unico que sirve debio ser operador d movistar pa cuando uno llama insultando lo convenzan d comprar otro equipo,0,1,movistar
"Hoy @telcel se merece una calida y muy amable mentada de padre que a su vez ira a chingar a su madre, slim la banda te saluda!!!",0,1,telcel
Les debo fotos telcel y su grandioza red no lo permite,0,1,telcel
"Por politica de atencion a clientes, Telmex no realiza ninguna bonificacion por falla de su servicio, aunque carezcas del mismo.",0,1,telmex
"Me quede sin celular 2 horas, por que se me termino la pila!! Y justamente cuando estaba en el telcel super aburrido esperando mi turno.",0,1,telcel
Mi internet falla y mi celular esta igual !! Me muevo de cuarto y se desconecta !! #fail #megacable,0,1,megacable
Pinche telcel de mierda,0,1,telcel
Se'noras y se'nores Movistar me ha vuelto a timar.,0,1,movistar
El nuevo slogan es RobaMe Movistar,0,1,movistar
ya no te necesito... ma'nana mismo te cancelo @IUSACELL,0,1,iusacell
Lo de #Movistar hoy ya es vulgar...,0,1,movistar
Pd: La red de cagada de #Telcel esta cada vez peor!,0,1,telcel
Necesito azucar o chocolate :( pero quer'ia mas azucar cajeta y cafe'ina en un starbucks + big apple pie,1,0,starbucks
Que rica que es la chocolatada de #starbucks,1,0,starbucks
Telmex es una @#$&amp;% me estoy perdiendo mis novelas por su culpa.,0,1,telmex
Cuando entender'a @Telcel lo inemtos que son sus tramites los odio carajo,0,1,telcel
Esto es un complot! No ten'ia se'nal de Telcel y se descompuso la l'inea de Telmex! #GraciasSlim -_-,0,1,telcel
\\o/ RT @reniito: Yo tampoco \\o/ RT @Tita_Reyes:Todos sufren con Movistar menos yo \\o/,0,1,movistar
telmex es lo peorcito...,0,1,telmex
"Samsung Galaxy Mini, c'omo conseguir gratis el Samsung Galaxy Mini con Movistar http://dlvr.it/ZlJqV",1,0,movistar
@AlejandroDeli: @telcel #Infinitum es un asco!!! Sabias palabras,0,1,telcel
"Creeme no hay nada peor RT@GreeStephany #Gabo_ArancibeEntre Movistar y M'ovilnet, cr'eeme es lo menos malo.",0,1,movistar
Que porqueria movistar,0,1,movistar
Â¿Qu'e pedo con telcel? Ninguno de los cuatro celulares que hay en la casa tiene se'nal =S Si hubiera una emergencia ya nos hubiera cargado laâ€_,0,1,telcel
"Movistar, tanto se tarda en traer un m'ovil? e_e Que me quiero quedar ya con el de mi hermano, HARRY!!",0,1,movistar
Pinches gatas inutiles de MegaCable me hacen venir a lo pendejooo,0,1,megacable
no tengo ganas de pelearme con movistar... directamente pondr'ia una bomba...,0,1,movistar
Chuta es cabreante ya llevo 2 dias con mi chip :'( es lento CLARO el de yu era MOVISTAR y volaba :'(,0,1,movistar
"Suena mi celular, yo todo emocionado me precipito para revisar el mensaje y Â¡Oh! Sorpresa, era TELCEL y sus promociones... Â¬Â¬ #ForeverAlone",0,1,telcel
fuckin.. se'nal de telcel... no me deja instalar el uberSocial,0,1,telcel
Ay nO!!! Ya mpezO sta tOntera d #porta #telmex ahor #claro a danr la senal .. Mjor #twittoff m amargO,0,1,telmex
Quiero starbucks+cine+sushi+piscolas+disco+amigas+minos= dia perfecto wuahahah,1,0,starbucks
Todavia tengo megas! Horita viene movistar y me corta la ilusion...,0,1,movistar
"Y la falla sigue, no hay servicio 3G , que cagada #HeDicho RT @luislarezc: 10 horas sin servicio gracias #Movistar",0,1,movistar
Movistar maldito no sirves pa una mierda,0,1,movistar
Movistar me queda nada contigo.. ahora estoy recibiendo llamadas perdidas de anoche.. no tener cobertura ni en mi casa..,0,1,movistar
telcel son unos idiotas,0,1,telcel
Que no se pierda la bonita costumbre de que @Telcel nos deje sin se'nal de telefon'ia ni plan de datos. Ahora qu'e pretexto podr'an?,0,1,telcel
"Mta madre, entre la pinche gente culera y la se'nal de @Telcel estoy emputadisima!!",0,1,telcel
Si te robaron tu blackberry y lo compraste en Movistar Venezuela entra aqu'i --&gt; http://ht.ly/3LvZS #ktirextips Consejos para mejorar la Rela,0,1,movistar
Netaa te odioo telcel siempre me sales con uno de tus chistecitos =s,0,1,telcel
Detesto esperar maldito #megacable http://t.co/56J1AUR,0,1,megacable
"Banda Ancha Movistar es un asco, nos tendran sin internet hasta manana porque tienen un problema masivo.... Para cobrar no tienen problema",0,1,movistar
Odio a #telcel de verdad pienso muy seriamente en cambiarme de compa'n'ia!!,0,1,telcel
si y nadie hace nada movistar se burla de uno cuando uno le dice que los van a denunciar al indepabis,0,1,movistar
Asi es! RT @DacielYepez: @MovistarVe Movistar: apestando mucho desde su creaci'on hasta nuestros d'ias.,0,1,movistar
En digitel tengo el cel en SOS y en el movistar 1 rayita Whatdafaq! O.o,0,1,movistar
Holaaaa todo el dia sin twitter por la excelente calidad de servicio q presto hoy #movistar que mierda,0,1,movistar
Dicen que @telcel le corta el servicio al diputado que coordina la com de acceso digital (a pesar de pagar) #plop,0,1,telcel
Odio los mensajes publicitarios en mi celular de Movistar. Que pereza!,0,1,movistar
Ok el comercial de telmex de los rivas oficialmente me caga.,0,1,telmex
. @omar4u http://www.telmex.com/mx/hogar/pdf/pt_descarga.jsp?a=planinfinitum_20mbps.pdf    Te vana cobrar por giga 24 meses mejor cancela :(,0,1,telmex
"Entre Speedy y Movistar me hacen llorar sangre, se los juro.",0,1,movistar
Las facturas de TELCEL son tan transparentes cono el FOBAPROA Â¬Â¬,0,1,telcel
SOY LA 1era DAMA DE TELCEL .... No puee,0,1,telcel
Otra raz'on para odiar a #telcel @Telcel ya no hay SMS para #heywire,0,1,telcel
Todo M'exico es Territorio Telcel...PTM entonces mi cuarto es Guatemala o porque Ch*ngados no tengo se'nal??,0,1,telcel
no me puedo conectar al wifi me dice acceso limitado fuck u telmex,0,1,telmex
Esta padre en telefono que @EscuderiaTelmex y @Telcel estan regalando,1,0,telcel
Porque cuando mas necesito mi internet anda fallando #Iusacell te estas luciendo!,0,1,iusacell
16 horas y contando sin acceso a internet... Claro tenia que tener mi contrato en #telcel #apestan #comemierdas,0,1,telcel
"En mi ciudad hace falta un Starbucks, cuando quieran se dignar'an a ponerlo... sin prisas. Â¡PONERLO YA, CO'nO!",1,0,starbucks
-MOVISTAR regresanos nuestro Pin o te vamos a coger como a las iguana -Como es eso? -A pedradas #CDTM,0,1,movistar
"MX:@SKYDEVENEZUELA:Somos canal de Ventas Movistar Negocios,disfruta de las ventajas de ser un cliente corporativo .04243085835 skydevenezuel",1,0,movistar
Ocho proyectos buscan salir al mundo con Movistar Innova http://ow.ly/5BdxF,1,0,movistar
Que ladilla con las cadenas de movistar' :@,0,1,movistar
Y luego ni la red de Telcel funciona correctamente!,0,1,telcel
ASI COMO CUANDO LA TELEFONIA DE TELMEX ES UN ASCO @JUSTLETMESHINE AJAJAJAJJAAJAJJA,0,1,telmex
pinche #telcel todavia de los recargos hoy no tienen sistema! asi de gueeboos,0,1,telcel
Movistar se pone estupida cuando no hay luz... :),0,1,movistar
Que @Telcel te robe #noesdeDios,0,1,telcel
Telcel ....es un fracaso ...sus sitios de internet en m'ovil esta muy lento,0,1,telcel
http://twitpic.com/5n6jxv No. No soy adicta a Starbucks :P,1,0,starbucks
"Pinche telcel no me deja twittear agusto ni ubico a @ednagola, estoy a 1.5 mts del se'nalamiento de no fumar de la entrada =P",0,1,telcel
Estupido servicio de telmex tanto q pagamos y no hay personal?,0,1,telmex
"#terribleservicio el de Telcel, y el de Pizzeta",0,1,telcel
Cosas imposibles en esta vida: 1.- Que el internet de Telcel tenga buena se'nal. 2.- Tocar mi codo con mi lengua. 3.- Olvidarte.,0,1,telcel
"La verdad, es que mi Pen Drive de Movistar, solo tiene cobertura en la terraza, y el portatil se me queda sin bateria.",0,1,movistar
Ca'ida la red de datos de movistar @Presid_Movistar,0,1,movistar
#Telcel. Gran porquer'ia.,0,1,telcel
Quiero un maldito Starbucks en Coru'na. Es mucho pedir?,0,1,starbucks
Que hermosa esta la se'nal de movistar :@,1,0,movistar
Voy a aprovechar para leerlos antes de que se pudra este internet de porquer'ia de #movistar.,0,1,movistar
Justo cuando pasan la peli que quiero ver no sirven los putos canales de #megacable,0,1,megacable
Aviso al Sr.@trionco que est'e atento al BBMsn esta tarde por si le invito a una tarde por ah'i con #Starbucks inclu'ido.,1,0,starbucks
me regalaron otro cuponsito de cafe gratis en starbucks ! soy feliz n_n,1,0,starbucks
listo!! â€œ@EddNoriega: @Presid_Movistar Presi tremenda noticia! Ojala y pronto Movistar Vzla. Prepare su team para la Vuelta al Tachira!â€ù,1,0,movistar
"Ay dio'!! Que calorrr, cuanto daria por un caramel frappuccino de Starbucks ahora mismo! :'(",1,0,starbucks
Bn entonces gracias al internet de movistar otro dia mas sin poder hacer el post espero q me pongn el intercable ahorita,0,1,movistar
Sufriendo pero con buena cara. Ma'nana otra oportunidad para Movistar Team. http://fb.me/N7NSVgi1,0,1,movistar
Quiero un starbucks yaaaa!!!,1,0,starbucks
#sebusca una mejor empresa de telefon'ia m'ovil que no sea Telcel! Chequen 'esta http://bit.ly/klosp6,0,1,telcel
"Pinche telcel, no se mandan mis mensajes ahora por eso te enga'nar'e con Movistar /:",0,1,telcel
"Iusacell, si no quieren vender que pidan perd'on y se retiren. Horror!!! Ahora resulta que un impreparado viene a evaluar. Nada que ver!!!",0,1,iusacell
"Ya envi'e NO, BAJA , etc pero no pienso seguir gastando en cancelar servicios que NO ped'i @Telcel",0,1,telcel
"La Red 3G de Movistar est'a dando problemas, Â¿no? Si se desactiva, todo bien.",0,1,movistar
Correcci'on: Pinshi TELMEX mierda.,0,1,telmex
Y NO SE ME OLVIDA... HAGAMOS UNA CAMPA'nA ENCONTRA DE @IUSACELL QUIEN MAS TIENE MAL SERVICIO...,0,1,iusacell
Alumno(a) Trabajas en MOVISTAR? ayudame a quitarle el plan a mi internet inhalambrico por favorr.S.O.S,0,1,movistar
Ya me lati'o ir a la #invasionreforma de Android que anuncia @sorlak_15 y @IUSACELL,1,0,iusacell
me cago en movistar que tiene personas ineficientes trabajando. Indignante.,0,1,movistar
Una semana sin telefono y telmex nada que responde,0,1,telmex
"Me pregunta p/ q #movistar da un servicio, que no puede cumplir???#sr.movistar, lo odio!",0,1,movistar
Soy yo o la 3G de Telcel hoy est'a de la cola?,0,1,telcel
"Que peooo con esta se'nal, movistar de mal en peooooooor",0,1,movistar
Nada mejor que un Lemon tea de Starbucks ?,1,0,starbucks
"Ya se dieron cuenta que en la copa Am'erica est'an de Sponsors #Comcel #Claro y #Telcel, marcas de #AMX?? Jajaja chupen esa #Televisa",0,1,telcel
pajua cancion de movistar. la ODIO,0,1,movistar
"Seguimos sin tener tel'efono, @Telmex ya se les han hecho 2 reportes y no sirven pa ni madres, son unos ineficientes, apestan!!!!",0,1,telmex
MOVISTAR DE MIERDA.,0,1,movistar
Promociones - Beneficios Siempre - Movistar Argentina http://t.co/UChUuBr v'ia @movistararg,1,0,movistar
Ir'e al centro d servicio Iusacell y les mentare su madre! Ah'i vengo...,0,1,iusacell
Son ideas m'ias o movistar esta como mi ex... No sirve para nada.,0,1,movistar
Que le pasa a movistar hoy?!!!:@,0,1,movistar
Joda... Barro tener que tragarse un peo en una puta fila para pagar el mal servicio de Telmex,0,1,telmex
M'exico!! M'exico!! M'exico!! L'astima que la mugrosa red de Iusacell no me permiti'o verlo pero que freg'on jugaron!,0,1,iusacell
que le pasa a #telcel??...me tiene harta todo el dia con fallas en la se'nal ahora solo esta en SOS,0,1,telcel
Que pasa con movistar??? @Presid_Movistar ????,0,1,movistar
"es falla de movistar supuestamente x culpa d 1 contratista d la Gob dl Edo. Aragua. No tiene, ni Pies ni Cabeza y peor el q lo cree",0,1,movistar
Fallas en el sistema Movistar con recompensa de mensajitos  http://bit.ly/pM8xrm (gracias a dios SocialScope no posee iconos sarc'astico),0,1,movistar
"#consejospararedessociales si quieres estar al tanto de todo en cualquiera de ellas, no utilices una conexion de @Megacable es una basura!",0,1,megacable
l'astima que el N8 s'olo est'a con Telcel... =(,0,1,telcel
A Movistar le dio la garrotera..,0,1,movistar
movistar te puedes ir pal fokiuuun xD,0,1,movistar
Haaa nada m'as agradable que tomar un buen te en un starbucks,1,0,starbucks
"Desear'ia que mi linea tuviera altavoz, esto de estar esperando en lalinea a los de #Telmex me est'a aplanando la oreja",0,1,telmex
"TE ODIO TELCEL, TE ODIO!!!!",0,1,telcel
"En el mitico starbucks de times square, hoy toca central park en bicicleta! No quiero volveeeeerrrr",0,1,starbucks
Hoy el internet del #bb y de #telcel se merece un resonoro #CHSPTM!!!,0,1,telcel
"No entiendo como la gente se pone internet de telef'onica s'i cada vez q vas a movistar a preguntar algo no les va internet y se cuelga,",0,1,movistar
no se que sea peor si el servicio al cliente de comcel o telmex grrrrrrrrrrrr,0,1,telmex
La gente en megacable te dice que te esperes porque estan chateando #bienahi,0,1,megacable
"Sr @Presid_Movistar hasta cuando tendremos q soportar el MAL servicio d movistar, d q sirve q llame un operador si igual NUNCA han resuelto",0,1,movistar
"Que raro que el internet de @megacable falle, pero saben que?? Ya me empiezo a acostumbrar a su porqueria de servicio",0,1,megacable
"Ponte al d'ia con lo m'as reciente del deporte latinoamericano y sus figuras. SportsCenter, a las 10:30 en ESPN 2 (481) http://t.co/V3YEB0J",1,0,movistar
Sin poder dormirs gracias a esa cafe d starbucks!!! Jaja!,1,0,starbucks
Que pedoo mi linea telefonica en mi black decia telcel GSM &amp; ahora solo dice telcel,0,1,telcel
que mierda movistar en serio,0,1,movistar
el 3g de movistar es bueno de la velocidad pero cuando la velocidad baja a 16 kbits no funcionaa =S,0,1,movistar
"Pinche cola para pagar el cable, ni que @megacable tuviera tan buen servicio. Hasta se les acaba de ir la se'nal, A ELLOS.",0,1,megacable
me super caga megacable! xq mierdas quitaron @oncetvmexico ??,0,1,megacable
Solo me queda tomar un #STARBUCKS :P,1,0,starbucks
Y para empezar bien el viaje un buen frapuccino de starbucks!!,1,0,starbucks
#quesaen de despues de no tener ningun router! ahora tengo 2!! jaujauaj #megafail por culpa de #movistar!,0,1,movistar
Al fin cobertura de movistar @Presid_Movistar ponte las pilas,1,0,movistar
"Yo que quise ser una clienta buena onda, pero neta se ganan a pulso que les menten la mais los tarados de iusacell.",0,1,iusacell
En movistar esperando atencion cuek,0,1,movistar
"Ustedes se quejan de movistar, y yo halago todos los dias a movilnet, aunque sea la linea de los guajiros es la mejor.",0,1,movistar
"amonos pal starbucks a seguir trabajando en la p'agina de @incaztech , esperemos todo quede listo para hoy.",1,0,starbucks
